,pmi,trade,ip,oil,fin,ai,copper,usd
2018-06-01,51.20474999999999,7.887269847906575,1.7602221970540288,59.82230366669747,-1.7157249671824049,0.24994652159402234,19.80109633115019,2.652429316454641
2018-07-01,50.84900000000001,9.562893620539526,0.9259921980234287,52.253388206737526,-1.6491841711650823,0.22168829099021875,2.288049970722872,0.2776500656180958
2018-08-01,50.4505,3.363947581996163,1.9078845235041664,42.413682552840434,-1.5738394900965893,0.21337285495231617,-8.95344828213812,-2.4745116525300315
2018-09-01,50.028000000000006,1.3011678028902907,-0.5753991463362085,42.241068263894334,-1.619444216586434,-0.06878572898105119,-9.77645329558655,-2.6163013780114985
2018-10-01,49.602425,1.7831059486070888,2.12546192029599,39.86268544243228,-2.427458407793514,-0.7295603369418598,-10.861999950586842,-2.276008216820813
2018-11-01,49.209700000000005,-3.760965021544449,-1.2978831872194951,5.346512459901209,-2.432083731152999,-0.6429820226729815,-11.09153033067053,-2.940817827222575
2018-12-01,48.86962499999999,-7.076625987777607,-0.12368974833146806,-10.296332773581984,-3.1300232031778656,-0.7845283662554358,-12.17537968598974,-3.7347300855643972
2019-01-01,48.612325,-6.411610008419211,-1.8404739487006272,-12.895056992151964,-2.4550803026422727,-0.7515542555512484,-16.036530257353366,-5.722486695141282
2019-02-01,48.44995000000001,-3.4998671218735566,-1.4060488382954373,-2.172433379886052,-1.9109837856926002,-0.5945962653061873,-9.843556583762748,-7.4978885339138435
2019-03-01,48.358075000000014,5.384646420949379,0.8365891572354123,0.3271592530002865,-1.8169696908423116,-0.4237982366245021,-5.448460982323178,-7.6846443116192376
2019-04-01,48.296199999999985,-1.2082439435698422,0.9369883750723229,-0.1864602544543459,-1.624276167967458,0.1921041055117641,-5.42716328324545,-7.824762620917203
2019-05-01,48.24369999999998,6.976548461158938,3.1388046216245247,-8.895158858058183,-2.0975172397891644,-0.7365230395769997,-10.483099242826077,-4.7613005966411714
2019-06-01,48.20245,-4.6800511889946055,-1.5793353565610957,-17.032909712752353,-1.9864037883967745,-0.24123083905879816,-14.074357674176706,-2.571976369109885
2019-07-01,48.17435,1.4777815730621313,-2.5089759720252514,-14.090301612236056,-1.6690394292363504,-0.18783473619969734,-3.75076608818542,-2.9263844696115537
2019-08-01,48.170225,-1.0405876347345577,-3.5686922688253686,-19.50795623799213,-2.3806604185066678,-0.3523162147794902,-4.507929336819883,-2.642186358088572
2019-09-01,48.20709999999998,3.5742481222600375,-0.3779650152016867,-21.08577535946605,-1.951658028728698,-0.14914421864167926,-3.5254313891154188,-4.0748853473733915
2019-10-01,48.28777500000001,-0.5912070032435324,-0.28233664319510243,-26.04180329546164,-1.9400579483698044,0.5592417315016566,-5.352557007228887,-2.4208357534269975
2019-11-01,48.40509999999998,-5.127512180059801,-0.4736936391598112,-5.407221873638457,-1.5708971949693198,0.5923417536809026,-3.5024366873433133,-1.3472010012998803
2019-12-01,48.52474999999998,-2.257640622389112,-1.6215646953211316,13.404921913971425,-1.7255806357951529,1.1315731085493828,1.8103247859970306,-0.5170301049999049
2020-01-01,45.9723,-14.721461908219924,-8.002592641554818,5.785071045019952,-1.7486967013164345,0.6543115599045227,2.508430941009099,-1.5620269769414108
2020-02-01,40.757075,-10.051835840126245,-7.015903756152264,-13.868576651838582,-2.4621757839274494,0.23092252695389962,-9.519422496000729,-2.472295826400117
2020-03-01,33.42279999999999,-22.23170939262651,-19.353172214896965,-49.67881691658638,-7.242273032309034,-0.3268306878859725,-18.36723724140463,-2.120358544524481
2020-04-01,22.504950000000008,-47.83001423621236,-47.62376211684155,-62.82010405790002,-5.199798257221106,-0.2353467041530486,-21.018729731757592,-2.6235854495711086
