,pmi,trade,ip,oil,fin,ai,copper,usd,factor_static,factor_smoothed
2017-12-01,52.10799999999999,13.591664909677093,5.629900379982988,17.085687621452237,-1.287537379636415,0.5848040555431409,20.70320234589713,8.455103099073135,1.0493570972677106,0.9526023815787167
2018-01-01,52.10274999999999,11.801268628547422,3.5988220842285923,24.52844365456408,-1.3876203424079498,0.7490351454418357,21.99913999508718,10.262097161372264,1.0884448668904894,0.8982795331892083
2018-02-01,52.047750000000015,0.6980557309512969,-0.4194889096041931,17.48148283661419,-2.817885724120976,0.6486547750899154,17.562657917203307,10.885303868362172,0.5839526342060555,0.6673759073916081
2018-03-01,51.9295,-10.04944673560988,0.2483630325090358,27.241630403939364,-2.386269769409937,0.3848417609810769,16.11438631870792,10.800945269263485,0.4710204788274678,0.5511099885376876
2018-04-01,51.7465,-3.3808521709281503,2.1017612955179343,33.34036550101154,-2.2914162646849285,0.1520242342669854,19.38626148909708,9.747518008903343,0.5743000974927048,0.5707213281462971
2018-05-01,51.50549999999999,1.5835620694112595,2.8761384966679904,50.2969851002556,-1.7717258711496686,0.2318905846692645,20.20382077011107,5.056639355026327,0.7108721980407997,0.6160388762690715
2018-06-01,51.20474999999999,7.887269847906575,1.7602221970540288,59.82230366669747,-1.7157249671824049,0.2499465215940223,19.80109633115019,2.652429316454641,0.7569309828361059,0.5936782957835273
2018-07-01,50.84900000000001,9.562893620539526,0.9259921980234288,52.253388206737526,-1.6491841711650823,0.2216882909902187,2.288049970722872,0.2776500656180958,0.5403821338426392,0.4199416585497583
2018-08-01,50.4505,3.363947581996163,1.9078845235041664,42.413682552840434,-1.5738394900965893,0.2133728549523161,-8.95344828213812,-2.4745116525300315,0.2787996919371903,0.20092096358923656
2018-09-01,50.028000000000006,1.3011678028902909,-0.5753991463362085,42.241068263894334,-1.619444216586434,-0.0687857289810511,-9.77645329558655,-2.6163013780114985,0.09876855623786784,0.004917552134220057
2018-10-01,49.602425,1.7831059486070888,2.12546192029599,39.86268544243228,-2.427458407793514,-0.7295603369418598,-10.861999950586842,-2.276008216820813,-0.14207522472899792,-0.20327667096819446
2018-11-01,49.209700000000005,-3.760965021544449,-1.2978831872194951,5.346512459901209,-2.432083731152999,-0.6429820226729815,-11.09153033067053,-2.940817827222575,-0.44881333221652925,-0.41978332007069635
